Conditions,start_year,Conditions_total,start_year_total
Fibromyalgia|Pain|Sleep|Fatigue,2009,1,251
Fibromyalgia|Painful Diabetic Peripheral Neuropathy,2011,1,283
Fibromyalgia|Persian Gulf Syndrome,2007,1,200
Fibromyalgia|Rheumatoid Arthritis,2006,1,194
Fibromyalgia|Sleep Disorders,2009,1,251
Fibromyalgia|Sleep Initiation and Maintenance Disorders,2006,1,194
Fibromyalgia|Veterans,2018,1,279
Finger Injuries,2005,1,136
Flatfeet,2010,1,234
FM and PTSD,2018,1,279
Focal Dystonia|Peripheral Nervous System Disease,2007,1,200
Focus of Study is to Determine Efficacy of Compex,2013,1,284
Focus on Pain Regulation Mechanisms|Social Stress Mechanisms|Basic Affective Mechanisms|Attention Mechanisms|Brain Mechanisms|Immune Mechanisms|Endocrine Mechanisms,2005,1,136
"Food Sensitivities|Headache|Backache|Indigestion|Eczema, Acne, Hives and Itching of the Skin",2005,1,136
Foot and Ankle Procedures,2013,1,284
Foot Fusion,2007,1,200
Foot Orthoses,2018,1,279
Foot Surgery,2011,1,283
Forward Head Posture With Associated Episodic Headache Disorder,2009,1,251
Fracture,2012,1,300
Fracture of Shoulder and Upper Arm,2015,1,318
"Fracture|Pain, Postoperative",2009,1,251
Frovatriptan|Menstrual Migraine,2010,1,234
Full-thickness Rotator Cuff Tear,2013,1,284
Functional Abdominal Pain,2012,1,300
Functional Abdominal Pain,2014,1,328
Functional Abdominal Pain Syndrome|Anxiety,2015,1,318
Functional Abdominal Pain Syndrome|Anxiety,2018,1,279
Functional Abdominal Pain|Functional Dyspepsia|Irritable Bowel Syndrome|Functional Gastrointestinal Disorders,2014,1,328
Functional Abdominal Pain|Irritable Bowel Syndrome|Functional Dyspepsia,2011,1,283
Functional Bowel Disorders,2008,1,226
Functional Chest Pain,2011,1,283
Functional Disorder of Intestine|Nausea Persistent,2015,1,318
Functional Dyspepsia|Small Intestinal Bacterial Overgrowth,2013,1,284
Functional Popliteal Artery Entrapment Syndrome|Popliteal Artery Entrapment Syndrome,2018,1,279
"Fusion of Spine, Lumbar Region",2016,1,316
Gallstones|Appendicitis|Pelvic Pain,2009,1,251
Gastric Bypass Surgery Pain Management,2005,1,136
Gastritis|Peptic Ulcer|Peptic Ulcer Perforation|Stomach Ulcer,2011,1,283
Gastroesophageal Reflux Disease,2005,1,136
Gastroesophageal Reflux Disease,2006,1,194
Gastrointestinal Diseases,2012,1,300
"Gastrointestinal Disorders, Functional",2014,1,328
Gastrointestinal Hemorrhage,2010,1,234
Gastroparesis,2012,1,300
Gastroparesis,2013,1,284
Gastroparesis|Nausea|Vomiting|Abdominal Pain,2011,1,283
General Anesthesia|Intravenous Anesthesia,2011,1,283
General Anesthesia|Surgeries Requiring A Minimum One Day Hospitalization|Elderly,2011,1,283
"Genital Diseases, Female",2015,1,318
"Genital Neoplasms, Female|Insomnia|Pain|Adaptation, Psychological",2009,1,251
Genotype|Pain|Sickle Cell Anemia|Vaso-Occlusive Pain Crisis,2011,1,283
Glenohumeral Arthritis|Total Shoulder Arthroplasty,2016,1,316
Graft vs Host Disease,2006,1,194
Greater Trochanteric Pain Syndrome,2012,1,300
Greater Trochanteric Pain Syndrome,2014,1,328
Gulf War Illness|Chronic Fatigue|Ubiquinol|Coenzyme Q10,2017,1,332
Gulf War Syndrome,2018,1,279
Gulf War Syndrome|Headache,2016,1,316
Gulf War|Fatigue|Pain|Depression,2017,1,332
GYN Disorders|Urologic Diseases,2018,1,279
Gynecologic Cancer|Post Operative Pain,2016,1,316
Gynecologic Cancer|Post-operative Pain,2011,1,283
Gynecologic Malignancy|Abdominal Surgery by Laparotomy|Pain|Psychological Distress|Lung Function|Surgical Complications,2012,1,300
Hair Removal,2014,1,328
Hamstring Injury|Muscle Tone Increased|Muscle Pain|Muscle Weakness,2017,1,332
Hand Injuries|Wrist Injuries|Finger Injuries,2014,1,328
Hand Injury|Wrist Injury|Finger Injury,2014,1,328
Head and Neck Cancer,2007,1,200
Head and Neck Cancer,2011,1,283
Head and Neck Cancer,2012,2,300
Head and Neck Cancer|Acute Pain|Postoperative Pain,2016,1,316
Head and Neck Cancer|Free Tissue Transfer,2017,1,332
Head and Neck Cancer|Mucositis|Oral Complications of Radiation Therapy|Pain,2010,1,234
Head and Neck Cancer|Mucositis|Pain|Radiation Toxicity,2006,1,194
Head and Neck Cancer|Pain|Lung Cancer|Esophageal Cancer,2014,1,328
Head and Neck Squamous Cell Carcinoma|Pain|Stomatitis,2015,1,318
Head Cancer|Neck Cancer|Pain,2011,1,283
Headache,2006,1,194
Headache,2007,1,200
Headache,2008,3,226
Headache,2009,2,251
Headache,2010,2,234
Headache,2012,3,300
Headache,2015,3,318
Headache,2016,6,316
Headache,2017,2,332
Headache (Migraine),2005,1,136
Headache Disorder|Sleep Disorder|Obstructive Sleep Apnea,2007,1,200
Headache Disorders,2018,1,279
"Headache Disorders, Secondary",2016,1,316
Headache Disorders|Migraine Disorders|Insomnia,2016,1,316
Headache Migraine Chronic,2016,1,316
"Headache, Migraine",2008,1,226
"Headache, Migraine",2011,1,283
"Headache, Migraine",2014,2,328
"Headache, Migraine",2016,1,316
"Headache, Migraine",2017,1,332
"Headache, Migraine|Migraine|Migraine Disorders|Headache",2018,1,279
"Headache, Tension-Type",2009,2,251
"Headache|Acute, Focal Neurologic Disease|Severely Elevated Blood Pressure|Acute Visual Loss",2009,1,251
Headache|Cephalgia|Migraine,2011,1,283
Headache|Cognitive Disturbance|Skin Hyperpigmentation|Arthralgia,2016,1,316
Headache|Intranasal Ketamine,2016,1,316
Headache|Migraine,2009,1,251
Headache|Migraine,2012,1,300
Headache|Migraine|Post-Traumatic Headache|Multiple Sclerosis,2017,1,332
Headache|Pain,2010,1,234
Headache|Sinusitis|Rhinitis|Facial Pain,2006,1,194
Headache|Traumatic Brain Injury,2011,1,283
Headache|Tumor|Seizure Disorder|Neurofibromatoses|Hydrocephalus|Abdominal Neoplasm|Spine Deformity,2018,1,279
Headaches,2009,1,251
Headaches Associated With Subarachnoid Hemorrhage (SAH),2012,1,300
"Headaches, Tension",2017,1,332
Healing of Donor Site|Pain Level,2010,1,234
Health Behavior|Quality of Life|Aging,2014,1,328
Health Services Misuse|Physician's Practice Patterns|Guideline Adherence|Unnecessary Procedures|Health Care Costs,2014,1,328
Health|Mental Health,2009,1,251
Healthy,2007,1,200
Healthy,2010,2,234
Healthy,2011,2,283
Healthy,2012,1,300
Healthy,2013,2,284
Healthy,2014,3,328
Healthy,2015,1,318
Healthy Controls,2011,1,283
Healthy Participants,2017,1,332
Healthy Subjects,2011,1,283
Healthy Volunteer,2015,1,318
Healthy Volunteer,2016,1,316
Healthy Volunteers,2008,1,226
Healthy Volunteers,2012,1,300
Healthy Volunteers,2014,1,328
Healthy|Coronary Artery Disease,2006,1,194
Healthy|Musculoskeletal Pain,2018,1,279
Healthy|Pain|Pregnancy,2014,1,328
Heart Attack|Cardiac Arrest|Congestive Heart Failure|Atrial Fibrillation|Angina|Deep Vein Thrombosis|Pulmonary Embolism|Respiratory Arrest|Respiratory Failure|Pneumonia|Gastrointestinal Bleed|Stomach Ulcer|Delirium|Stroke|Nerve Injury|Surgical Wound Infection,2012,1,300
"Heart Disease, Coronary|Chest Pain|Acute Coronary Syndrome",2017,1,332
"Heart Disease, Ischemic|Ischemia, Myocardial|Ischemic Heart Disease|Unstable Angina",2006,1,194
Heart Diseases,2006,1,194
Heart Diseases|Heart Failure|Myocardial Infarction|Chronic Stable Angina|Coronary Artery Bypass|Angioplasty,2016,1,316
Heart Failure,2012,1,300
Heart Rate Recovery,2016,1,316
Heat|Pain,2014,1,328
Helicobacter Pylori Infection|Gastric Ulcer|Nausea|Abdominal Pain|Weight Loss|Stomach Ulcer|Loss of Appetite|Bloating,2017,2,332
"Hematologic Diseases|Anemia, Sickle Cell",2005,1,136
Hematopoietic/Lymphoid Cancer|Pain,2008,1,226
Hemoglobin SC Disease,2007,1,200
Hemorrhoid Pain,2017,1,332
Hemorrhoids,2010,1,234
Hemorrhoids|Fissure in Ano|Rectal Fistula|Anal Condyloma,2014,1,328
Hepatitis C|Chronic Pain,2010,1,234
Hernia,2011,1,283
"Hernia, Inguinal",2008,1,226
"Hernia, Inguinal|Hernia, Ventral",2008,1,226
"Hernia, Ventral",2005,1,136
"Hernia, Ventral",2016,1,316
"Hernia|Incisional Hernia|Hernia, Inguinal, Indirect|Hernia, Inguinal, Direct|Inguinal Hernia",2016,1,316
Hernia|Lung Cancer,2014,1,328
"Hernia|Pain, Postoperative|Abdominal Wall Relaxation After Rectus Sheath Block",2016,1,316
Hernia|Postoperative Pain,2010,1,234
Herniated Disc,2006,1,194
Herniated Disc|Lower Back Pain|Sciatica,2006,1,194
Herniated Lumbar Disk,2018,1,279
Herniorrhaphy|Postoperative Pain|Inguinal Hernia,2010,1,234
Herpes Zoster|Postherpetic Neuralgia,2006,1,194
Herpes Zoster|Postherpetic Neuralgia,2008,1,226
High Intensity Interval Exercise (HIIE)|Pain Perception|Wisconsin Card Sorting Task,2014,1,328
Hip Arthroplasty,2008,1,226
Hip Arthroplasty|Hip Pain,2008,1,226
Hip Arthroplasty|Hip Pain,2009,1,251
Hip Arthroscopy|Nerve Block,2015,1,318
Hip Dysplasia|Femoroacetabular Impingement|Acetabular Labrum Tear,2015,1,318
Hip Fracture,2008,1,226
Hip Fracture,2012,1,300
Hip Fracture,2015,1,318
Hip Fracture,2016,1,316
Hip Fractures (i.e. Femoral Neck or Intertrochanteric Hip Fractures),2018,1,279
Hip Injuries|Pain|Therapy/Rehabilitation,2018,1,279
Hip or Knee Replacement,2012,1,300
Hip Osteoarthritis,2006,1,194
Hip Osteoarthritis|Primary Total Hip Arthroplasty|Pain,2017,1,332
Hip Pain,2011,1,283
Hip Pain,2014,1,328
Hip Pain,2018,1,279
Hip Pain Chronic|Anesthesia|Bupivacaine,2016,1,316
Hip Pain Chronic|Hip Disease,2017,1,332
Hip Pain Etiology Unknown,2014,1,328
Hip Strain,2015,1,318
Hip Surgery Corrective|Anesthesia; Functional,2018,1,279
HIV Infection|Pain|Drug Dependence,2015,2,318
HIV Infections,2007,1,200
HIV Infections|Peripheral Neuropathy,2005,1,136
HIV Infections|Peripheral Neuropathy,2009,1,251
HIV-1 Infection|Neuropathic Pain,2010,1,234
HIV-associated Neuropathy|Polyneuropathy,2009,1,251
HIV|AIDS|Peripheral Neuropathy|Pain|Sleep,2011,1,283
HIV|Depression|Pain,2016,1,316
HMG-CoA Reductase Inhibitors-related Myalgias,2010,1,234
Hospital Costs|Length of Stay|Postoperative Pain Score|Patient Satisfaction,2013,1,284
"Humeral Fractures|Fractures, Closed",2012,1,300
Hydromorphone Use|Acute Postoperative Pain|Patient Satisfaction|Chronic Persistent Surgical Pain,2014,1,328
Hydronephrosis|Renal Colic,2010,1,234
Hyperalgesia,2009,1,251
"Hyperalgesia, Secondary",2009,1,251
Hypercholesterolemia|Aches|Cramps|Weakness,2006,1,194
Hyperhidrosis,2008,1,226
Hyperlipidemia,2010,1,234
Hyperlipidemia|Hypercholesterolemia|Cardiovascular Disease|Diabetes|Chronic Kidney Disease (CKD)|Hypertension|Smoking|Myocardial Infarction (MI)|Unstable Angina|Angina|Coronary Artery Disease (CAD)|Stroke|Transient Ischemic Attack (TIA)|Carotid Stenosis|Peripheral Arterial Disease|Atherosclerosis|Claudication,2015,1,318
"Hypertension, Pregnancy-Induced|Pre-eclampsia",2016,1,316
Hypertrophic Cardiomyopathy,2012,1,300
"Hypnosis|Perioperative Care|Knee Arthroplasty, Total|Postoperative Pain|Postoperative Complications",2017,1,332
Hypogonadism|Opioid-Related Disorders|Male Infertility,2013,1,284
Hypokalemia,2014,1,328
"Hypophosphatemia|Hypophosphatemic Rickets|Pain, Chronic",2018,1,279
Hypotension|Headache,2009,1,251
Hypotension|Pain,2016,1,316
Hypovitaminosis D,2009,1,251
Hysterotomy Closure,2014,1,328
Idiopathic Chronic Fatigue|Chronic Fatigue Syndrome|Myalgic Encephalomyelitis,2008,1,226
Idiopathic Gastroparesis,2014,1,328
Idiopathic Peripheral Neuropathy,2010,1,234
Idiopathic Scoliosis,2014,1,328
Idiopathic Scoliosis|Post-operative Pain,2013,1,284
Idiopathic Small Fiber Neuropathy,2015,1,318
Immune System and Related Disorders,2016,1,316
Impacted Wisdom Teeth,2014,1,328
Incisional Pain,2009,1,251
Individual Differences|Pain|Stress|Impulsivity,2015,1,318
Infantile Colic|Infantile Functional Gastrointestinal Disorders,2008,1,226
"Infertility, Female|Anxiety",2017,1,332
"Infertility, Female|Pain, Postoperative",2017,1,332
Inflammation,2009,1,251
Inflammation and Pain Associated With Cataract Surgery,2018,2,279
Inflammation and Pain Following Ocular Surgery,2014,1,328
Inflammation|Burns|Ulcers,2010,1,234
Inflammation|Cancer|Pain|Hypertension,2012,1,300
Inflammation|Pain,2009,1,251
Inflammation|Pain,2010,1,234
Inflammation|Pain,2012,1,300
Inflammation|Pain|Cataract,2011,1,283
Inflammation|Pain|Cataract,2013,1,284
Inflammation|Pain|Cataract,2014,3,328
Inflammation|Pain|Cataract,2015,1,318
Inflammatory Bowel Disease,2015,1,318
Inflammatory Bowel Diseases|Irritable Bowel Syndrome|Ulcerative Colitis|Crohn Disease|Indeterminate Colitis|Chronic Diarrhea|Celiac Disease|Diverticulitis|Abdominal Pain|Distension|Weight Loss|Food Intolerance|Constipation,2017,1,332
Influenza,2013,1,284
Influenza,2014,1,328
Influenza|Common Cold|Cough|Headache|Fever,2007,1,200
Inguinal Hernia,2012,1,300
Inguinal Hernia,2018,1,279
Inguinal Hernia|Pain,2007,1,200
Inguinal Hernia|Postoperative Pain,2009,1,251
Inguinal Hernia|Postoperative Pain,2017,1,332
"Injections, Intravenous",2016,1,316
Injuries|Pain,2012,1,300
Injuries|Patellofemoral Pain Syndrome|Iliotibial Band Syndrome,2017,1,332
Injury of Anterior Cruciate Ligament,2014,1,328
Injury|Inflammation,2006,1,194
Insomnia,2011,1,283
Insomnia,2014,1,328
Insomnia Related to Osteoarthritis Pain,2016,1,316
Insomnia|Fibromyalgia,2009,1,251
Insomnia|Fibromyalgia,2016,1,316
Insomnia|Pain,2005,1,136
Intensive Care Unit,2006,1,194
Intermetatarsal Neuroma,2016,1,316
Intermittent Claudication,2008,1,226
Intermittent Claudication|Peripheral Vascular Disease|Atherosclerosis,2005,1,136
Intermittent Claudication|Peripheral Vascular Diseases,2009,1,251
Internal Derangement of Hip|Acetabular Labrum Tear,2013,1,284
Internal Derangement of Knee,2011,1,283
Internal Hernia|Mesocolic Hernia|Petersen´s Hernia|Jejunojejunostomy Hernia|Bowel Obstruction|Ischemic Bowel,2009,1,251
Interstitial Cystitis,2005,1,136
Interstitial Cystitis,2007,1,200
Interstitial Cystitis,2009,1,251
Interstitial Cystitis,2010,3,234
Interstitial Cystitis,2012,1,300
Interstitial Cystitis,2014,1,328
Interstitial Cystitis,2015,1,318
Interstitial Cystitis Bladder Pain Syndromes,2016,1,316
Interstitial Cystitis/Painful Bladder Syndrome|Myofascial Pelvic Pain,2009,1,251
Interstitial Cystitis/Painful Bladder Syndrome|Myofascial Pelvic Pain,2017,1,332
Interstitial Cystitis|Bladder Pain Syndrome,2013,1,284
Interstitial Cystitis|Bladder Pain Syndrome,2015,1,318
Interstitial Cystitis|Bladder Pain Syndrome|Painful Bladder Syndrome|Chronic Interstitial Cystitis,2016,1,316
Interstitial Cystitis|Chronic Prostatitis,2009,1,251
Interstitial Cystitis|Chronic Prostatitis,2015,1,318
Interstitial Cystitis|Chronic Prostatitis,2016,1,316
Interstitial Cystitis|Chronic Prostatitis|Chronic Pelvic Pain Syndrome|Lower Urinary Tract Symptoms|Overactive Bladder|Major Depression,2012,1,300
Interstitial Cystitis|Mindfulness|Complementary Medicine|Painful Bladder Syndrome,2014,1,328
Interstitial Cystitis|Painful Bladder Syndrome,2007,1,200
Interstitial Cystitis|Painful Bladder Syndrome,2008,2,226
Interstitial Cystitis|Painful Bladder Syndrome,2009,1,251
Interstitial Cystitis|Painful Bladder Syndrome,2015,2,318
Interstitial Cystitis|Painful Bladder Syndrome|Chronic Pelvic Pain Syndrome,2006,1,194
Interstitial Cystitis|Painful Bladder Syndrome|Chronic Prostatitis|Chronic Pelvic Pain Syndrome,2006,1,194
Interstitial Cystitis|Pelvic Pain,2007,1,200
Interstitial Cystitis|Pelvic Pain,2009,1,251
Interstitial Cystitis|Pelvic Pain,2012,1,300
Interstitial Cystitis|Sexual Dysfunction|Pelvic Pain|Incontinence,2006,1,194
Intervention,2017,1,332
Intervertebral Disc Degeneration|Back Pain,2011,1,283
Intracranial Surgery,2006,1,194
Intractable Cancer-related Pain,2017,1,332
Intractable Neuropathic Pain|Pain|Back Pain|Lower Extremity Pain,2006,1,194
Intractable Pain,2006,1,194
Intractable Pain,2007,1,200
Intractable Pain|Neoplasms,2011,1,283
Intractable Pain|Palliative Care|Neoplasm Metastasis|Questionnaires &Amp; Surveys,2015,1,318
Intraocular Lens Replacement,2011,1,283
Intraocular Lens Replacement,2012,1,300
Intraoperative Complication|Malignant Female Reproductive System Neoplasm|Pain,2015,1,318
Intrauterine Device|Cold Compress,2016,1,316
Invasive Bladder Cancer,2016,1,316
Ipsilateral Shoulder Pain,2015,2,318
Iron Deficiency|Fibromyalgia,2015,1,318
Irreversible Pulpitis (Toothache),2013,1,284
Irritable Bowel Syndrome,2005,1,136
Irritable Bowel Syndrome,2007,1,200
Irritable Bowel Syndrome,2008,3,226
Irritable Bowel Syndrome,2009,3,251
Irritable Bowel Syndrome,2010,2,234
Irritable Bowel Syndrome,2011,1,283
Irritable Bowel Syndrome,2012,2,300
Irritable Bowel Syndrome,2013,1,284
Irritable Bowel Syndrome,2016,1,316
Irritable Bowel Syndrome (IBS),2010,1,234
Irritable Bowel Syndrome (IBS),2013,1,284
Irritable Bowel Syndrome (IBS)|Functional Abdominal Pain|Fibromyalgia|Complex Regional Pain Syndrome (CRPS)|Myofacial Pain|Chronic Daily Headaches|Migraine Headaches|Chronic Pain,2009,1,251
Irritable Bowel Syndrome With Diarrhea,2010,1,234
Irritable Bowel Syndrome|Abdominal Pain,2011,1,283
Irritable Bowel Syndrome|Abdominal Pain,2016,1,316
Irritable Bowel Syndrome|Cyclical Vomiting Syndrome|Ulcerative Colitis|Vulvodynia|Crohn's Disease,2011,1,283
Irritable Bowel Syndrome|Digestive System Diseases|Gastrointestinal Diseases|Intestinal Diseases|Abdominal Pain,2013,1,284
Irritable Bowel Syndrome|Fibromyalgia,2009,1,251
Irritable Bowel Syndrome|Ulcerative Colitis|Inflammatory Bowel Disease,2016,1,316
Irritable Bowel Syndrome|Ulcerative Colitis|Interstitial Cystitis|Prostatitis|Pelvic Pain,2012,1,300
Irritable Bowel Syndrome|Vitamin D Deficiency|Abdominal Pain,2017,1,332
Ischemic Heart Disease|Stable Angina|Unstable Angina|Silent Ischemia,2014,1,328
Ischemic Heart Disease|Unstable Angina|Systolic Heart Failure|Cardiovascular Diseases,2018,1,279
IUD Insertion,2016,1,316
IUD Insertion Complication|Pain Control,2014,1,328
Jellyfish Stings,2013,1,284
Joint Disease,2006,1,194
"Joint Disease|Pain, Acute|Pain, Chronic",2017,1,332
"Joint Disease|Pain|Pain, Acute|Pain, Chronic",2017,1,332
Joint Dislocation|Perianal Abscess|Abscess,2015,1,318
Joint Instability,2016,1,316
Joint Pain,2006,1,194
Joint Pain,2010,1,234
"Joint Pain, Stiffness, Function",2013,1,284
Joint Pain|Breast Cancer,2013,1,284
Joint Pain|Stiffness,2010,1,234
Joint Replacement Surgery,2016,1,316
Juvenile Fibromyalgia,2013,1,284
Juvenile Idiopathic Arthritis,2012,1,300
Juvenile Primary Fibromyalgia Syndrome,2007,1,200
Juvenile Primary Fibromyalgia Syndrome (JPFS)|Fibromyalgia,2005,1,136
Keloid|Alopecia Areata|Acne|Hypertrophic Scar|Epidermal Inclusion Cyst|Frontal Fibrosing Alopecia|Lichen Plano-Pilaris|Keratoacanthoma|Plaque Psoriasis|Lichen Simplex Chronicus|Prurigo Nodularis|Nummular Eczema|Granuloma Annulare|Morphea|Lichen Planus,2018,1,279
"Kidney Cancer|Melanoma (Skin)|Metastatic Cancer|Pain|Unspecified Adult Solid Tumor, Protocol Specific",2008,1,226
Kidney Donor,2018,1,279
Kidney Stone,2007,2,200
Kidney Transplant|Depression|Pain,2016,1,316
"Kidney, Polycystic, Autosomal Dominant",2007,1,200
Knee Arthritis|Hip Arthritis,2016,1,316
"Knee Arthroplasty, Total|Osteoarthritis|Radiologic Tibiofemoral Osteoarthritis",2018,1,279
Knee Discomfort|Pain Physical Activity,2014,1,328
Knee Injuries and Disorders|Hip Injuries and Disorders|Opiate Addiction,2016,1,316
Knee Injuries|Knee Osteoarthritis,2018,1,279
Knee Injuries|Shoulder Injuries|Rotator Cuff Disease|Meniscus Tear|Patellofemoral Pain,2012,1,300
Knee Joint Pain,2013,1,284
Knee Osteoarthritis,2005,2,136
Knee Osteoarthritis,2006,1,194
Knee Osteoarthritis,2007,2,200
Knee Osteoarthritis,2008,1,226
Knee Osteoarthritis,2009,1,251
Knee Osteoarthritis,2010,1,234
Knee Osteoarthritis,2011,4,283
Knee Osteoarthritis,2012,4,300
Knee Osteoarthritis,2013,2,284
Knee Osteoarthritis,2014,4,328
Knee Osteoarthritis,2015,3,318
Knee Osteoarthritis,2016,4,316
Knee Osteoarthritis,2017,1,332
Knee Osteoarthritis,2018,2,279
Knee Osteoarthritis|Chronic Pain,2018,1,279
Knee Osteoarthritis|Knee Arthritis|Knee Pain Chronic,2017,1,332
Knee Osteoarthritis|Knee Pain,2016,1,316
Knee Osteoarthritis|Knee Pain Chronic|Joint Disease|Arthritis|Osteo Arthritis Knee|Musculoskeletal Disease,2017,1,332
Knee Osteoarthritis|Knee Rheumatism,2017,1,332
Knee Osteoarthritis|Medial Compartment Knee Osteoarthritis,2014,1,328
Knee Osteoarthritis|Primary Total Knee Arthroplasty|Physical Therapy|Pain|Knee Extension,2018,1,279
Knee Pain,2006,1,194
Knee Pain,2011,1,283
Knee Pain After Total Knee Arthroplasty|Osteoarthritis Pain,2010,1,234
Knee Pain Arthritis,2014,1,328
Knee Pain Chronic,2017,1,332
Knee Pain Chronic|Arthritis (Hip)|Arthritis (Knee)|Back Pain,2011,1,283
Knee Pain Chronic|Knee Injuries,2014,1,328
"Knee Pain Chronic|Osteoarthritis|Rheumatoid Arthritis|Traumatic Arthritis|Polyarthritis|Moderate Varus, Valgus or Flexion Deformities|Avascular Necrosis of the Femoral Condyle",2014,1,328
